ID	TR02_TYPE	ORG_NAME	SECTOR_ID	ORG_NETWORK_BIT	ORG_PARTICIPANT_BIT	ORG_NB_EMPLOY	ORG_URL	ORG_BHR_URL	ORG_DATE_CREATE	ORG_DATE_MODIFICATION	ORG_DATE_JOINING	ORG_DATE_DELISTED	ORG_ACTIVE	ORG_ISGLOBAL500	TR01_COUNTRY_ID	ORG_STATUS_COP	ORG_COP_ALERT	ORG_UN_SPEC	ORG_PART_MAIL	ORG_30DAYS_TO_COP	ORG_90DAYS_TO_COP	ORG_TODAY_COPDUE	ORG_TODAY_INACT	ORG_30DAYS_TO_INACT	ORG_90DAYS_TO_INACT	ORG_MEMBER_ONEYEAR	ORG_LISTED_STATUS	ORG_LIST_CODE	ORG_LIST_EXCHANGE_CODE	ORG_PARENT_NAME	ORG_PARENT_LIST_CODE	TR11_REASON	ORG_LAST_MODIFIED_BY	ORG_JOIN_LETTER
1714	SME	Cogedim S.A.S.	27	FALSE	TRUE	167	http://www.cogedim.fr		10/26/2005		5/20/2004	5/20/2008	FALSE	FALSE	FR	3			0	4/20/2006	2/19/2006	5/20/2006	5/20/2007	4/20/2007	2/19/2007	5/20/2005			ZXXZ			3		
1715	SME	Cogeprint	21	FALSE	TRUE	47	http://www.cogeprint.fr/		10/26/2005		3/30/2004	3/30/2008	FALSE	FALSE	FR	3			0	2/28/2006	12/30/2005	3/30/2006	3/30/2007	2/28/2007	12/30/2006	3/30/2005			ZXXZ			3		
1716	Company	Cognitis Group	17	FALSE	TRUE	500	http://www.cognitis.com		10/26/2005	7/11/2008	4/12/2004		TRUE	FALSE	FR	2			0	5/9/2010	3/10/2010	6/8/2010	6/8/2011	5/9/2011	3/10/2011	4/12/2005	0		ZXXZ	All		3		
1717	Company	COHERIS	17	FALSE	TRUE	350	http://www.coheris.com		10/26/2005		12/8/2004		TRUE	FALSE	FR	2			0	6/30/2009	5/1/2009	7/30/2009	7/30/2010	6/30/2010	5/1/2010	12/8/2005	2	COH	EPA					
1718	Company	Coirtex Limited	16	FALSE	TRUE	0			10/26/2005		3/21/2002	3/21/2006	FALSE	FALSE	LK	0			0	2/19/2004	12/21/2003	3/20/2004	3/20/2005	2/18/2005	12/20/2004	3/21/2003			ZXXZ			3		
1719	Company	Colandiam (PVT) Ltd.	29	FALSE	TRUE	600			10/26/2005		5/1/2003	5/1/2007	FALSE	FALSE	LK	0			0	3/31/2005	1/30/2005	4/30/2005	4/30/2006	3/31/2006	1/30/2006	4/30/2004			ZXXZ			3		
1720	Company	Colas	9	FALSE	TRUE	53000			10/26/2005		4/30/2003		TRUE	FALSE	FR	1			0	3/9/2009	1/8/2009	4/8/2009	4/8/2010	3/9/2010	1/8/2010	4/29/2004	2	RE	EPA					
1721	Company	Coldelco	22	FALSE	FALSE	0			2/12/2008	2/12/2008			FALSE	FALSE	CL	2											1		ZXXZ	All		0		
1722	Academic	Colegio de Abogados del Estado Carabobo	101	FALSE	TRUE	108			8/15/2006	8/15/2006	8/15/2006		TRUE	FALSE	VE	2			0							8/15/2007			ZXXZ					
1723	Business Association Local	"Colegio de Ingenieros de Caminos, Canales y Puertos"	101	FALSE	TRUE	77	http://www.ciccp.es		11/21/2006	11/21/2006	11/21/2006		TRUE	FALSE	ES	2			0							11/21/2007			ZXXZ					
1724	Academic	Colegio EAG/EAg Tec	101	FALSE	TRUE	45	http://www.eag.g12.br		10/26/2005	1/17/2007	8/12/2005		TRUE	FALSE	BR	2			0							8/12/2006			ZXXZ					
1725	Academic	Colegio Lacordaire Sant-Anna SC Ltda	101	FALSE	TRUE	0	http://www.colegiolacordaire.com.br		10/26/2005	9/21/2006	6/27/2003		TRUE	FALSE	BR	2			0							6/26/2004			ZXXZ					
1726	Academic	Colegio Ofelia Fonseca	101	FALSE	TRUE	67	http://www.ofelia.com.br		10/29/2006	10/29/2006	10/29/2006		TRUE	FALSE	BR	2			0							10/29/2007			ZXXZ					
1727	Business Association Local	Colegio Oficial de Aparejadores y/o Arquitecos Tecnicos de Madrid	101	FALSE	TRUE	70	http://www.coaatm.es		3/26/2007	5/28/2009	3/26/2007		TRUE	FALSE	ES	2			0							3/25/2008	0		ZXXZ	This feature was never implemented		0	134146823	
9074	Business Association Local	Colegio Oficial de Farmaceuticos de la provincia de Alicante	101	FALSE	TRUE	54	http://www.cofalicante.com		2/19/2009	2/19/2009	2/19/2009		TRUE	FALSE	ES	2			0	1/20/2011	11/21/2010	2/19/2011	2/19/2012	1/20/2012	11/21/2011	2/19/2010	0		ZXXZ	All		0		pdf
8192	Business Association Local	Colegio Oficial de Farmaceuticos de Madrid - COFM	101	FALSE	TRUE	99	http://cofm.es		9/2/2008	9/2/2008	9/2/2008		TRUE	FALSE	ES	2			0	8/3/2010	6/4/2010	9/2/2010	9/2/2011	8/3/2011	6/4/2011	9/2/2009	0		ZXXZ	All		0		pdf
1728	Academic	Colegio Universitario Lincoln	101	FALSE	TRUE	15	http://www.lincoln.gov.ar		10/26/2005	9/21/2006	10/21/2004		TRUE	FALSE	AR	2			0							10/21/2005			ZXXZ					
9108	SME	Colegio Vincere Ensino Medio e Fundamental Ltda.	11	FALSE	TRUE	18	http://www.colegiovincere.com.br		2/27/2009	2/27/2009	2/27/2009		TRUE	FALSE	BR	2			0	1/28/2011	11/29/2010	2/27/2011	2/27/2012	1/28/2012	11/29/2011	2/27/2010	0		ZXXZ	All		0	87806823	pdf
1729	Company	Colgate-Palmolive	32	FALSE	FALSE	0		C/Colgate-Palmolive	10/26/2005		10/26/2005		FALSE	FALSE	US	2			0	7/2/2007	5/3/2007	8/1/2007	7/31/2008	7/1/2008	5/2/2008	10/26/2006			ZXXZ					
1730	Company	Colgate-Palmolive Dominican Republic	16	FALSE	TRUE	0			5/22/2008	5/22/2008	8/22/2006		TRUE	FALSE	DO	1			0	7/22/2008	5/23/2008	8/21/2008	8/21/2009	7/22/2009	5/23/2009	5/22/2009	0		ZXXZ	All		0		
1731	SME	"Colin Electric Motor Service, Inc."	6	FALSE	TRUE	52	http://www.colinelectric.com		3/4/2008	3/4/2008	3/4/2008		TRUE	FALSE	US	2			0	2/2/2010	12/4/2009	3/4/2010	3/4/2011	2/2/2011	12/4/2010	3/4/2009	0		ZXXZ	All		0		
1732	NGO Local	Collaborative Intergovernmental Scientific Research Institute Intergovernmental Spirulina Program	101	FALSE	TRUE	12	http://www.cisri-isp-un@cisri-isp.org		10/26/2005		6/12/2005		TRUE	FALSE	US	2			0							6/12/2006			ZXXZ					
8833	NGO Local	Collectif pour la Defense du Droit a l'Energie (CODDAE)	101	FALSE	TRUE	5	http://coddae.org		12/26/2008	12/26/2008	12/26/2008		TRUE	FALSE	NE	2			0	11/26/2010	9/27/2010	12/26/2010	12/26/2011	11/26/2011	9/27/2011	12/26/2009	0		ZXXZ	All		0		doc
8402	NGO Global	Collective Leadership Institute e.V.	101	FALSE	TRUE	7	http://www.collectiveleadership.com		10/8/2008	10/8/2008	10/8/2008		TRUE	FALSE	DE	2			0	9/8/2010	7/10/2010	10/8/2010	10/8/2011	9/8/2011	7/10/2011	10/8/2009	0		ZXXZ	All		0		pdf
1733	Academic	College of Business - Illinois State University	101	FALSE	TRUE	86	http://www.cob.ilstu.edu		1/8/2008	1/9/2008	1/8/2008		TRUE	FALSE	US	2			0								0		ZXXZ					
1734	Academic	College of Business Administration for Managers (CBAM)	101	FALSE	TRUE	47	http://www.cbam.edu.vn		10/26/2005	12/13/2006	5/16/2005		TRUE	FALSE	VN	2			0							5/16/2006			ZXXZ					
1735	Academic	College of Business of Fordham University	101	FALSE	TRUE	80	http://www.fordham.edu		5/1/2007	5/1/2007	5/1/2007		TRUE	FALSE	US	2			0							4/30/2008			ZXXZ					
1736	Business Association Local	Collegi de Censors Jurats de Comptes de Catalunya	101	FALSE	TRUE	13	http://www.auditors-censors.com		10/26/2005	5/28/2009	9/3/2005		TRUE	FALSE	ES	2			0							9/3/2006	0		ZXXZ	This feature was never implemented		0	134146823	
9390	SME	Colloide Engineering Systems	20	FALSE	TRUE	12	http://www.colloide.com		4/30/2009	4/30/2009	4/30/2009		TRUE	FALSE	IE	2			0	3/31/2011	1/30/2011	4/30/2011	4/29/2012	3/30/2012	1/30/2012	4/30/2010	0		ZXXZ	All		0	87806823	pdf
1737	Company	Colombia Movil S.A. E.S.P.	28	FALSE	TRUE	600	http://www.tigo.com.co		10/23/2007	10/23/2007	10/23/2007		TRUE	FALSE	CO	2			0	9/22/2009	7/24/2009	10/22/2009	10/22/2010	9/22/2010	7/24/2010	10/22/2008	0		ZXXZ					
1738	Company	Colombia Telecomunicaciones S.A. E.S.P.	28	FALSE	TRUE	2000	http://www.telecom.com.co		10/26/2005		10/12/2005		TRUE	FALSE	CO	1			0	9/11/2008	7/13/2008	10/11/2008	10/11/2009	9/11/2009	7/13/2009	10/12/2006			ZXXZ					
8205	NGO Local	Colombian Association of Flower Exporters	101	FALSE	TRUE	60	http://asocolflores.org		9/3/2008	9/3/2008	9/3/2008		TRUE	FALSE	CO	2			0	8/4/2010	6/5/2010	9/3/2010	9/3/2011	8/4/2011	6/5/2011	9/3/2009	0		ZXXZ	All		0		pdf
9738	SME	Colombus Consulting	11	FALSE	TRUE	110	http://www.colombus.fr		7/7/2009	7/7/2009	7/7/2009		TRUE	FALSE	FR	2			1	6/7/2011	4/8/2011	7/7/2011	7/6/2012	6/6/2012	4/7/2012	7/7/2010	1		ZXXZ	All		0	87806823	pdf
1739	Company	Coloplast	15	FALSE	TRUE	5500	http://www.coloplast.com		10/26/2005		11/29/2002		TRUE	FALSE	DK	2			0	11/5/2009	9/6/2009	12/5/2009	12/5/2010	11/5/2010	9/6/2010	11/29/2003	2	COLO B	CPH					
1740	Company	Coloplast Hungary Kft.	32	FALSE	TRUE	850	http://www.coloplast.com		9/28/2006	9/28/2006	9/28/2006		TRUE	FALSE	HU	2			0	8/30/2009	7/1/2009	9/29/2009	9/29/2010	8/30/2010	7/1/2010	9/28/2007	2	CCH	NYSE					
1741	SME	Colorix	6	FALSE	TRUE	15			11/15/2007	11/15/2007	11/15/2007		TRUE	FALSE	CM	2			0	10/15/2009	8/16/2009	11/14/2009	11/14/2010	10/15/2010	8/16/2010	11/14/2008	0		ZXXZ					
1742	Company	"Colortex 1967, S.L."	29	FALSE	TRUE	650	http://www.colortex.net		10/26/2005	12/6/2006	6/24/2002	6/24/2006	FALSE	FALSE	ES	0			0	5/24/2004	3/25/2004	6/23/2004	6/23/2005	5/24/2005	3/25/2005	6/24/2003			ZXXZ			3		
1743	SME	Columbia Computer	6	FALSE	TRUE	100			3/6/2008	3/6/2008	3/6/2008		TRUE	FALSE	ID	2			0	2/4/2010	12/6/2009	3/6/2010	3/6/2011	2/4/2011	12/6/2010	3/6/2009	0		ZXXZ	All		0		
1744	Academic	Columbia University	101	FALSE	FALSE	0			10/26/2005		10/26/2005		TRUE	FALSE	US	2			0							10/26/2006			ZXXZ					
8822	SME	Columbit (Pty) Ltd.	32	FALSE	TRUE	80	http://www.columbit.com		12/26/2008	1/12/2009	12/26/2008		TRUE	FALSE	ZA	2			0	11/26/2010	9/27/2010	12/26/2010	12/26/2011	11/26/2011	9/27/2011	12/26/2009	1		ZXXZ	All		0		pdf
8636	SME	"COMANAI, S.L."	20	FALSE	TRUE	15	http://www.comanai.com		11/18/2008	11/18/2008	11/18/2008		TRUE	FALSE	ES	2			0	10/19/2010	8/20/2010	11/18/2010	11/18/2011	10/19/2011	8/20/2011	11/18/2009	0		ZXXZ	All		0		pdf
1745	Company	Comat Technologies (Private) Ltd.	17	FALSE	TRUE	520	http://www.comat.com		10/26/2005		5/16/2005	5/16/2009	FALSE	FALSE	IN	3			0	4/16/2007	2/15/2007	5/16/2007	5/15/2008	4/15/2008	2/15/2008	5/16/2006			ZXXZ			3		
1746	SME	COMBIS d.o.o.	17	FALSE	TRUE	195	http://www.combis.hr		3/19/2007	3/19/2007	3/19/2007		TRUE	FALSE	HR	2			0	2/14/2010	12/16/2009	3/16/2010	3/16/2011	2/14/2011	12/16/2010	3/18/2008			ZXXZ					
1747	SME	"Combustibles del Caribe, S.A. de C.V."	31	FALSE	TRUE	20			8/24/2007	8/24/2007	7/31/2006		TRUE	FALSE	MX	0			0	6/30/2008	5/1/2008	7/30/2008	7/30/2009	6/30/2009	5/1/2009	8/23/2008	0		ZXXZ					
1748	Business Association Local	COMCE	101	FALSE	TRUE	0			10/26/2005		1/22/2004		TRUE	FALSE	MX	2			0							1/21/2005			ZXXZ					
9231	SME	COMEL S.P.A.	32	FALSE	TRUE	150	http://www.comelpd.it		3/26/2009	3/26/2009	3/26/2009		TRUE	FALSE	IT	2			0	2/24/2011	12/26/2010	3/26/2011	3/25/2012	2/24/2012	12/26/2011	3/26/2010	1		ZXXZ	All		0	87806823	pdf
1749	SME	Comercial Fila S. A.	16	FALSE	TRUE	63			5/22/2008	5/22/2008	10/12/2006		TRUE	FALSE	DO	1			0	9/11/2008	7/13/2008	10/11/2008	10/11/2009	9/11/2009	7/13/2009	5/22/2009	0		ZXXZ	All		0		
9387	SME	Comercial Orgu S.A.	2	FALSE	TRUE	101	http://www.orgu.com.ec		4/30/2009	4/30/2009	4/30/2009		TRUE	FALSE	EC	2			0	3/31/2011	1/30/2011	4/30/2011	4/29/2012	3/30/2012	1/30/2012	4/30/2010	3		ZXXZ	All		0	87806823	pdf
1750	SME	Comercializadora Becor S.A.	6	FALSE	TRUE	17	http://www.cbecor.com		5/8/2008	5/8/2008	5/8/2008		TRUE	FALSE	CO	2			0	4/8/2010	2/7/2010	5/8/2010	5/8/2011	4/8/2011	2/7/2011	5/8/2009	0		ZXXZ	All		0		
1751	SME	Comercializadora Pecis S.A de C.V.	6	FALSE	TRUE	74	http://www.pecis.com		8/24/2007	8/24/2007	7/31/2006		TRUE	FALSE	MX	0			0	6/30/2008	5/1/2008	7/30/2008	7/30/2009	6/30/2009	5/1/2009	8/23/2008	0		ZXXZ					
8506	SME	Comercializadora Quanto	6	FALSE	TRUE	102			10/22/2008	10/22/2008	10/22/2008		TRUE	FALSE	CO	2			0	9/22/2010	7/24/2010	10/22/2010	10/22/2011	9/22/2011	7/24/2011	10/22/2009	0		ZXXZ	All		0		doc
1752	Company	Comertex S.A.	29	FALSE	TRUE	324	http://www.comertex.com.co		10/26/2005		10/5/2005		TRUE	FALSE	CO	0			0	9/5/2007	7/7/2007	10/5/2007	10/4/2008	9/4/2008	7/6/2008	10/5/2006			ZXXZ					
1753	Company	Comfac Global Group	17	FALSE	TRUE	280	http://www.comfacgroup.com		10/26/2005		6/20/2002	6/30/2008	FALSE	FALSE	PH	3			0	5/31/2006	4/1/2006	6/30/2006	6/30/2007	5/31/2007	4/1/2007	6/20/2003			ZXXZ			3		
1754	Company	Comfamiliar Risaralda	32	FALSE	TRUE	966	http://www.comfamiliar.com		7/10/2006	7/10/2006	7/10/2006		TRUE	FALSE	CO	0			0	6/9/2008	4/10/2008	7/9/2008	7/9/2009	6/9/2009	4/10/2009	7/10/2007			ZXXZ					
1755	SME	COMIS	17	FALSE	TRUE	130	http://www.comis.fr		10/26/2005		3/30/2004	3/30/2008	FALSE	FALSE	FR	3			0	2/28/2006	12/30/2005	3/30/2006	3/30/2007	2/28/2007	12/30/2006	3/30/2005			ZXXZ			3		
1756	NGO Local	Comision Andina de Juristas	101	FALSE	TRUE	40	http://www.cajpe.org.pe		8/8/2006	8/8/2006	8/8/2006		TRUE	FALSE	PE	2			0							8/8/2007			ZXXZ					
1757	Company	Comision Estatal de Aguas Gobierno del Estado de Queretaro	12	FALSE	TRUE	1048	http://www.ceaquereataro.gob.mx		8/24/2007	8/24/2007	7/31/2006		TRUE	FALSE	MX	0			0	6/30/2008	5/1/2008	7/30/2008	7/30/2009	6/30/2009	5/1/2009	8/23/2008	0		ZXXZ					
1758	Company	"Comision Federal de Electricidad, Division Centro Sur"	12	FALSE	TRUE	3359	http://www.cfe.gob.mx		4/21/2006	4/21/2006	4/21/2006		TRUE	FALSE	MX	2			0	1/13/2010	11/14/2009	2/12/2010	2/12/2011	1/13/2011	11/14/2010	4/21/2007	2	PYP	MXK					
1759	Micro Entreprise	"Comisión y Desarrollo Corporativo, S.L."	101	FALSE	TRUE	1			9/21/2006	2/6/2008	3/15/2005		FALSE	FALSE	ES	2										3/15/2006	0		ZXXZ	All		1		
1760	Labour Local	Comisiones Obreras	101	FALSE	TRUE	950000	http://www.ccoo.es		10/26/2005		5/21/2003		TRUE	FALSE	ES	2			0							5/20/2004			ZXXZ					
1761	NGO Local	"Comite Nacional de Productividad e Innovacion Tecnologica, A.C."	101	FALSE	TRUE	50	http://www.compite.org.mx		3/15/2006	3/15/2006	3/16/2006		TRUE	FALSE	MX	2			0							3/16/2007			ZXXZ					
1762	Company	Comité syndical national de retraite Bâtirente	32	FALSE	FALSE	0			2/12/2008	2/12/2008			FALSE	FALSE	CA	2											0		ZXXZ	All		0		
1763	SME	comme il faut ltd	29	FALSE	TRUE	170	http://www.comme-il-faut.com		3/19/2008	3/19/2008	3/19/2008		TRUE	FALSE	IL	2			0	4/1/2010	1/31/2010	5/1/2010	5/1/2011	4/1/2011	1/31/2011	3/19/2009	0		ZXXZ	All		0		
1764	Company	Commercial Bank of Cameroon (C.B.C)	13	FALSE	TRUE	264			10/26/2005		9/17/2003	9/17/2007	FALSE	FALSE	CM	3			0	8/17/2005	6/18/2005	9/16/2005	9/16/2006	8/17/2006	6/18/2006	9/16/2004			ZXXZ			3		
1765	Company	Commercial Bank of Ceylon Ltd.	13	FALSE	TRUE	3540			10/26/2005	5/27/2008	9/23/2002		TRUE	FALSE	LK	2			0	3/30/2010	1/29/2010	4/29/2010	4/29/2011	3/30/2011	1/29/2011	9/23/2003	2	COMB	COL	All		0		
1766	Company	Commerzbank AG	13	FALSE	TRUE	35545	http://www.commerzbank.de		12/18/2006	11/15/2007	12/18/2006		TRUE	TRUE	DE	2			0	1/31/2010	12/2/2009	3/2/2010	3/2/2011	1/31/2011	12/2/2010	12/18/2007	2	CBK	FRA					
1767	Public Sector Organization	Commission of Science Technology and Industry for National Defense	101	FALSE	FALSE	0			2/12/2008	2/12/2008			FALSE	FALSE	CN	2											0		ZXXZ	All		0		
1768	NGO Local	Committee for Melbourne	101	FALSE	TRUE	11	http://www.melbourne.org.au/		10/26/2005	4/16/2008	5/21/2003		TRUE	FALSE	AU	2			0							5/20/2004	0		ZXXZ	All		0		
1769	NGO Local	Common Ground for Conservation	101	FALSE	TRUE	0	http://www.cgconservation.org		2/20/2006	2/20/2006	12/19/2005		TRUE	FALSE	US	2			0							12/19/2006			ZXXZ					
9750	Company	Commonwealth Bank of Australia	103	FALSE	TRUE	40000	http://www.commbank.com.au		7/13/2009	7/13/2009	7/13/2009		TRUE	TRUE	AU	2			1	6/13/2011	4/14/2011	7/13/2011	7/12/2012	6/12/2012	4/13/2012	7/13/2010	2	CBA	ASX	All		0	87806823	pdf
9335	NGO Global	Commonwealth Club University of Douala	101	FALSE	TRUE	2500			4/20/2009	4/20/2009	4/20/2009		TRUE	FALSE	CM	2			0	3/21/2011	1/20/2011	4/20/2011	4/19/2012	3/20/2012	1/20/2012	4/20/2010	0		ZXXZ	All		0	87806823	pdf
1770	NGO Local	Community Business	101	FALSE	FALSE	0			10/26/2005		10/26/2005		TRUE	FALSE	CN	2			0							10/26/2006			ZXXZ					
1771	SME	Community Disability Saving and Credit Cooperative Society LImited	13	FALSE	TRUE	10			6/23/2007	6/23/2007	6/23/2007		TRUE	FALSE	NP	1			0	5/23/2009	3/24/2009	6/22/2009	6/22/2010	5/23/2010	3/24/2010	6/22/2008			ZXXZ					
8493	SME	Compact As	1	FALSE	TRUE	30	http://www.compact.no		10/22/2008	10/22/2008	10/22/2008		TRUE	FALSE	NO	2			0	9/22/2010	7/24/2010	10/22/2010	10/22/2011	9/22/2011	7/24/2011	10/22/2009	1		ZXXZ	All		0		pdf
1772	SME	Compagnie Tunisienne Pour L'Assurance Du Commerce Exterieur-Cotunace	13	FALSE	TRUE	65	http://www.cotunace.com.tn		10/26/2005	9/22/2006	10/21/2005		TRUE	FALSE	TN	0			0	9/21/2007	7/23/2007	10/21/2007	10/20/2008	9/20/2008	7/22/2008	10/21/2006			ZXXZ					
8465	Company	Companhia de Agua e Esgoto do Ceara	12	FALSE	TRUE	1334	http://www.cagece.com.br		10/16/2008	10/16/2008	10/16/2008		TRUE	FALSE	BR	2			0	9/16/2010	7/18/2010	10/16/2010	10/16/2011	9/16/2011	7/18/2011	10/16/2009	1		ZXXZ	All		0		pdf
1774	Company	Companhia de Eletricidade do Estado da Bahia - COELBA	12	FALSE	TRUE	2721	http://www.coelba.com.br		4/19/2007	4/19/2007	4/19/2007		TRUE	FALSE	BR	2			0	3/22/2010	1/21/2010	4/21/2010	4/21/2011	3/22/2011	1/21/2011	4/18/2008			ZXXZ					
8019	Company	Companhia de Geracao Termica de Energia Eletrica - CGTEE	23	FALSE	TRUE	542	http://cgtee.gov.br		7/24/2008	7/24/2008	7/24/2008		TRUE	FALSE	BR	2			0	6/24/2010	4/25/2010	7/24/2010	7/24/2011	6/24/2011	4/25/2011	7/24/2009	1		ZXXZ	All		0		pdf
1775	SME	Companhia de Interconexao Energetica - CIEN	12	FALSE	TRUE	30	http://www.endesageracaobrasil.com.br		10/26/2005		8/23/2005		TRUE	FALSE	BR	2			0	9/1/2009	7/3/2009	10/1/2009	10/1/2010	9/1/2010	7/3/2010	8/23/2006			ZXXZ					
1776	Company	Companhia de Saneamento Basico do Estado de Sao Paulo	12	FALSE	TRUE	17500	http://www.sabesp.com		3/21/2007	3/21/2007	3/21/2007		TRUE	FALSE	BR	2			0	10/7/2009	8/8/2009	11/6/2009	11/6/2010	10/7/2010	8/8/2010	3/20/2008	2	SBS	NYSE					
1777	SME	Companhia Energetica da Borborema	12	FALSE	TRUE	225	http://www.celb.com.br		11/10/2006	11/10/2006	11/10/2006		TRUE	FALSE	BR	1			0	10/10/2008	8/11/2008	11/9/2008	11/9/2009	10/10/2009	8/11/2009	11/10/2007			ZXXZ					
9446	Company	Companhia Energetica de Minas Gerais	104	FALSE	TRUE	10422	http://www.cemig.com.br		5/12/2009	5/12/2009	5/12/2009		TRUE	FALSE	BR	2			1	4/12/2011	2/11/2011	5/12/2011	5/11/2012	4/11/2012	2/11/2012	5/12/2010	4		ZXXZ	All		0	87806823	pdf
1778	Company	Companhia Energetica de Pernambuco - CELPE	12	FALSE	TRUE	1686	http://www.celpe.com.br		4/18/2007	4/18/2007	4/18/2007		TRUE	FALSE	BR	2			0	3/22/2010	1/21/2010	4/21/2010	4/21/2011	3/22/2011	1/21/2011	4/17/2008	2	CEPE5	SAO					
1779	Company	Companhia Energetica Do Rio Grande Do Norte - COSERN	12	FALSE	TRUE	709	http://www.cosern.com.br		3/29/2007	3/29/2007	3/29/2007		TRUE	FALSE	BR	2			0	3/16/2010	1/15/2010	4/15/2010	4/15/2011	3/16/2011	1/15/2011	3/28/2008			ZXXZ					
1780	Company	Companhia Energetica Santa Elisa	14	FALSE	TRUE	0	http://www.santaelisa.com.br		10/26/2005		6/27/2003	6/27/2007	FALSE	FALSE	BR	0			0	5/27/2005	3/28/2005	6/26/2005	6/26/2006	5/27/2006	3/28/2006	6/26/2004			ZXXZ			3		
8924	Company	Companhia Hidro Eletrica do Sao Francisco - Chesf	104	FALSE	TRUE	5640	http://www.chesf.gov.br		1/19/2009	1/19/2009	1/19/2009		TRUE	FALSE	BR	2			0	12/20/2010	10/21/2010	1/19/2011	1/19/2012	12/20/2011	10/21/2011	1/19/2010	1		ZXXZ	All		0		pdf
1781	Company	Companhia Vale do Rio Doce	22	FALSE	TRUE	55000	http://www.cvrd.com.br	C/CompanhiaValedoRioDoce	9/12/2007	11/15/2007	9/12/2007		TRUE	TRUE	BR	2			0	9/13/2009	7/15/2009	10/13/2009	10/13/2010	9/13/2010	7/15/2010	9/11/2008	0		ZXXZ					
1782	SME	Compania Administradora de Empresas - CADEB	12	FALSE	TRUE	66			7/31/2006	7/31/2006	7/31/2006		TRUE	FALSE	BO	2			0	8/30/2009	7/1/2009	9/29/2009	9/29/2010	8/30/2010	7/1/2010	7/31/2007			ZXXZ					
1783	Company	Compania Americana de Multiservicios Ltda	9	FALSE	TRUE	1183	http://www.camchile.cl		12/4/2006	12/4/2006	12/4/2006		TRUE	FALSE	CL	2			0	6/5/2010	4/6/2010	7/5/2010	7/5/2011	6/5/2011	4/6/2011	12/4/2007			ZXXZ					
1784	SME	"Compania Antequerana de Limpieza, S.L."	32	FALSE	TRUE	120	http://www.limpiezacal.com		4/11/2008	4/11/2008	4/11/2008		TRUE	FALSE	ES	2			1	3/12/2010	1/11/2010	4/11/2010	4/11/2011	3/12/2011	1/11/2011	4/11/2009	0		ZXXZ	All		0		
1785	Company	"Compania Castellana de Bebidas Gaseosas, S.A. CASBEGA"	14	FALSE	TRUE	958			6/1/2007	6/6/2007	6/1/2007		TRUE	FALSE	ES	1			0	5/1/2009	3/2/2009	5/31/2009	5/31/2010	5/1/2010	3/2/2010	5/31/2008			ZXXZ					
1786	SME	Compania de Electricidad de Tulua S.A. Esp.	11	FALSE	TRUE	83	http://www.cetsa@cetsa.com.co		12/21/2006	12/21/2006	12/21/2006		TRUE	FALSE	CO	1			0	11/20/2008	9/21/2008	12/20/2008	12/20/2009	11/20/2009	9/21/2009	12/21/2007			ZXXZ					
1787	Company	Compania de Minas Buenaventura	22	FALSE	TRUE	1068	http://www.buenaventura.com		10/26/2005		4/2/2004		TRUE	FALSE	PE	2			0	10/4/2009	8/5/2009	11/3/2009	11/3/2010	10/4/2010	8/5/2010	4/2/2005	2	BUENAVC1	LIN					
1788	Company	"Compania Dominicana de Hipermercados, S.A. (Carrefour)"	6	FALSE	TRUE	298			9/11/2006	9/11/2006	9/11/2006		TRUE	FALSE	DO	1			0	8/11/2008	6/12/2008	9/10/2008	9/10/2009	8/11/2009	6/12/2009	9/11/2007	3		ZXXZ					
1789	SME	Compania Energetica del Tolima - Enertolima S.A. ESP	11	FALSE	TRUE	90	http://www.enertolima.com		12/22/2006	12/22/2006	12/22/2006		TRUE	FALSE	CO	2			0	11/27/2009	9/28/2009	12/27/2009	12/27/2010	11/27/2010	9/28/2010	12/22/2007			ZXXZ					
1790	SME	"Compania Espanola de Financiacion del Desarrollo, COFIDES, S.A"	13	FALSE	TRUE	42	http://www.cofides.com		10/26/2005		4/20/2005		TRUE	FALSE	ES	2			0	3/25/2010	1/24/2010	4/24/2010	4/24/2011	3/25/2011	1/24/2011	4/20/2006			ZXXZ					
1791	SME	Compania General de Electricidad S.A. - CGE	12	FALSE	TRUE	34	http://www.cge.cl		4/18/2007	4/18/2007	4/18/2007		TRUE	FALSE	CL	1			0	3/18/2009	1/17/2009	4/17/2009	4/17/2010	3/18/2010	1/17/2010	4/17/2008			ZXXZ					
1792	SME	"Compania Hispanico Peninsular De Hormigones, S.L."	32	FALSE	TRUE	46	http://www.chph.es		6/21/2006	1/14/2008	6/21/2006		FALSE	FALSE	ES	2			0	5/21/2008	3/22/2008	6/20/2008	6/20/2009	5/21/2009	3/22/2009	6/21/2007	0		ZXXZ			2		
1793	SME	"Compania Hotelera, S.A. DE C.V."	30	FALSE	TRUE	20	http://www.hotelcasablanca-qro.com		8/22/2007	8/22/2007	7/31/2006		TRUE	FALSE	MX	0			0	6/30/2008	5/1/2008	7/30/2008	7/30/2009	6/30/2009	5/1/2009	8/21/2008	0		ZXXZ					
1794	Company	Compania Internationala de Asigurari - ASITO S.A.	13	FALSE	TRUE	600	http://www.asito.md		11/6/2007	11/6/2007	11/6/2007		TRUE	FALSE	MD	2			0	10/6/2009	8/7/2009	11/5/2009	11/5/2010	10/6/2010	8/7/2010	11/5/2008	0		ZXXZ					
